id,age,education,stream_code,interests,skills,gender,title_code,title_label,cluster_code,cluster_label
row_14938,19,iti,electroplating_iti,"event_planning,hotel_management","customer_service,leadership,planning,storytelling",female,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_06212,35,puc,pcme,"drawing,teaching,working_with_children,writing","music,public_speaking,research_skills,teaching,writing",male,pu_lecturer,PU Lecturer,education,Education & Training
row_09172,25,ug,bsc,"civic_issues,debate,selling,writing","public_speaking,repairing,writing",other,journalist,Journalist,arts_media,"Arts, Design & Media"
row_09053,24,puc,pcmc,"civic_issues,debate,farming,writing","public_speaking,research_skills,writing",female,journalist,Journalist,arts_media,"Arts, Design & Media"
row_04961,16,puc,pcmb,"biology_experiments,chemistry_experiments,lab_research,sports","analytical,research_skills",other,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_09050,26,ug,be,"civic_issues,debate,electronics,writing","public_speaking,research_skills,sales_skill,writing",other,journalist,Journalist,arts_media,"Arts, Design & Media"
row_00743,23,ug,bsc,"coding,gaming,problem_solving","autocad,electrical_wiring,video_editing",other,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_08003,22,ug,bcom,"content_creation,farming,marketing,selling,video_editing","customer_service,gardening_skill,negotiation,planning,video_editing",male,marketing_executive,Marketing Executive,business,"Business, Management & Finance"
row_14380,17,iti,mechanical_iti,"tailoring,video_editing","crafting,hand_eye_coordination",male,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_00904,24,ug,be,"building_machines,cad_design,robotics,writing","autocad,machine_operation,mechanical_skill,repairing",other,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_09541,19,ug,ba,"acting,content_creation,photography,video_editing","storytelling,video_editing,visual_design",female,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_09132,16,puc,pcme,"civic_issues,debate,tailoring,writing","budgeting,research_skills,writing",female,journalist,Journalist,arts_media,"Arts, Design & Media"
row_04253,20,ug,ba,"astronomy,first_aid,health_fitness,rural_development","active_listening,empathy,teaching,teamwork",other,nurse,Nurse,healthcare,Healthcare & Medicine
row_05389,27,ug,bca,"accounting,law_interest,robotics,video_editing,web_dev","computer_hardware,cyber_awareness,electrical_wiring,empathy,public_speaking",male,physiotherapist,Physiotherapist,healthcare,Healthcare & Medicine
row_12493,20,puc,pcmc,"counselling,environment_science,graphic_design","electronics_skills,entrepreneurship_skill,farming_skill,planning,research_skills",other,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_00124,19,ug,be,"caring_people,coding,electronics,problem_solving,web_dev","computer_hardware,critical_thinking,data_analysis,farming_skill,programming",female,software_engineer,Software Engineer,engineering,Engineering & Technology
row_03397,25,ug,bsc,"civic_issues,coding,cyber_awareness,farming,problem_solving","analytical,critical_thinking,cyber_awareness",other,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_12482,24,phd,phd_various,"environment_science,farming,organic_farming,robotics","farming_skill,planning,research_skills,visual_design",female,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_06467,18,ug,bca,"building_machines,physics_experiments,teaching","animal_care,public_speaking,writing",male,college_professor,College Professor,education,Education & Training
row_12987,23,pg,mba,"adventure,farming,gardening,organic_farming","animal_care,farming_skill,gardening_skill,music",other,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_12991,19,puc,pcme,"animal_care,gardening,organic_farming","animal_care,farming_skill,gardening_skill",female,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_16106,16,pg,ma,"adventure,discipline,first_aid,ncc_defence","discipline,fitness_strength,leadership",male,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_02785,20,ug,bba,"caring_people,data_analysis,problem_solving","analytical,data_analysis,farming_skill,mathematical_ability,programming,public_speaking",female,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_16844,34,ug,bcom,"management,marketing,writing","analytical,entrepreneurship_skill,leadership,negotiation",other,startup_founder,Startup Founder,entrepreneurship,Entrepreneurship & Startups
row_04738,26,puc,pcmb,"animal_care,chemistry_experiments","analytical,critical_thinking,research_skills",male,pharmacist,Pharmacist,healthcare,Healthcare & Medicine
row_10097,17,puc,arts,"content_creation,dance,reading,writing","analytical,research_skills,storytelling,writing",female,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_11903,23,phd,phd_various,"community_service,helping_people,working_with_children","active_listening,empathy,photo_editing",female,social_worker,Social Worker,law_public,"Law, Civil & Public Services"
row_12063,24,phd,phd_various,"environment_science,organic_farming","farming_skill,machine_operation,planning,research_skills",female,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_05088,24,ug,be,"biology_experiments,lab_research,painting","analytical,machine_operation,music,research_skills",female,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_12077,20,ug,bca,"debate,environment_science,farming,organic_farming,social_work","farming_skill,mechanical_skill,planning,reading,research_skills",other,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_15276,26,puc,pcmb,"culture,history","customer_service,electrical_wiring,planning,public_speaking",other,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_07299,21,ug,bcom,"accounting,entrepreneurship,health_fitness,money_management","analytical,budgeting,math,planning",female,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_08166,26,puc,commerce,"content_creation,fitness,marketing,selling,teaching","carpentry_skill,customer_service,negotiation,planning,public_speaking",female,marketing_executive,Marketing Executive,business,"Business, Management & Finance"
row_02487,20,ug,bca,"data_analysis,math,problem_solving,travel_tourism","analytical,data_analysis,mathematical_ability,programming",female,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_03914,19,ug,ba,"biology_experiments,caring_people,health_fitness","critical_thinking,empathy,repairing,teaching",female,doctor_mbbs,Doctor (MBBS),healthcare,Healthcare & Medicine
row_00079,24,puc,pcme,"coding,electronics,problem_solving,web_dev","computer_hardware,critical_thinking,data_analysis,drawing,programming",other,software_engineer,Software Engineer,engineering,Engineering & Technology
row_02322,20,puc,pcmb,"problem_solving,writing","analytical,data_analysis,farming_skill,programming",male,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_14897,18,iti,electrical_iti,"event_planning,hotel_management","customer_service,leadership,music,planning",male,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_17479,16,ug,bsc,"coding,content_creation,graphic_design","content_creation,self_management,time_management",other,freelancer,Freelancer / Consultant,entrepreneurship,Entrepreneurship & Startups
row_15261,38,phd,phd_various,"event_planning,hotel_management,ncc_defence,travel_tourism","customer_service,dance,leadership,planning",other,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_11208,16,puc,pcme,"lab_research,politics,stock_trading","leadership,planning,public_speaking",male,ias_officer,IAS/IPS Officer,law_public,"Law, Civil & Public Services"
row_04916,25,ug,bcom,"biology_experiments,chemistry_experiments,coding,lab_research","analytical,machine_operation,research_skills",female,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_00423,24,ug,ba,"coding,event_planning,gaming,law_interest,problem_solving,web_dev","autocad,data_analysis,programming,video_editing",male,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_09893,23,puc,pcmb,"content_creation,drawing,forestry","basic_networking,photo_editing,photography_skill,reading",male,photographer,Photographer,arts_media,"Arts, Design & Media"
row_14209,25,iti,electrical_iti,"building_machines,tailoring","carpentry_skill,crafting,hand_eye_coordination,tailoring_skill",female,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_05273,22,pg,mtech,"law_interest,robotics,web_dev","computer_hardware,cyber_awareness,electrical_wiring,problem_solving",female,physiotherapist,Physiotherapist,healthcare,Healthcare & Medicine
row_03661,26,ug,bcom,"coding,cyber_awareness,problem_solving","analytical,computer_hardware,critical_thinking,cyber_awareness",female,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_15315,20,ug,bca,"astronomy,culture,history,sports,travel_tourism","animal_care,customer_service,public_speaking",male,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_14400,28,iti,electroplating_iti,"hands_on,tailoring,working_with_children","crafting,hand_eye_coordination,tailoring_skill",male,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_16308,26,pg,msc,"adventure,discipline,ncc_defence,tailoring","discipline,electronics_skills,fitness_strength",other,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_17356,22,puc,pcmb,"coding,content_creation,graphic_design","basic_networking,content_creation,time_management",female,freelancer,Freelancer / Consultant,entrepreneurship,Entrepreneurship & Startups
row_05066,24,puc,pcmb,"animal_care,biology_experiments,chemistry_experiments,content_creation,lab_research","analytical,customer_service,machine_operation",female,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_06318,31,pg,mcom,"gardening,teaching,working_with_children,writing","empathy,public_speaking,teaching,writing",other,pu_lecturer,PU Lecturer,education,Education & Training
row_09621,23,ug,be,"photography,repairing,video_editing","idea_generation,video_editing",female,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_04578,25,ug,bsc,"biology_experiments,chemistry_experiments,health_fitness","analytical,animal_care,critical_thinking,reading,research_skills",female,pharmacist,Pharmacist,healthcare,Healthcare & Medicine
row_05750,34,puc,pcmc,"teaching,working_with_children,writing","empathy,programming,public_speaking,teaching,writing",female,school_teacher,School Teacher,education,Education & Training
row_03011,21,ug,bca,"coding,gardening,lab_research,problem_solving,robotics","analytical,critical_thinking,programming,time_management",other,ml_engineer,Machine Learning Engineer,it_ai,Information Technology & AI
row_00748,27,ug,bcom,"building_machines,cad_design,problem_solving,teaching","autocad,machine_operation,mechanical_skill,planning,repairing,visual_design",male,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_11408,31,iti,civil_iti,"civic_issues,debate,politics","leadership,photography_skill,planning,public_speaking",other,ias_officer,IAS/IPS Officer,law_public,"Law, Civil & Public Services"
row_05645,25,ug,ba,"hotel_management,social_work,teaching,working_with_children,writing","data_analysis,empathy,public_speaking,teaching,writing",other,school_teacher,School Teacher,education,Education & Training
row_12810,23,iti,civil_iti,"farming,gardening,organic_farming,physics_experiments","animal_care,gardening_skill",other,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_04981,18,pg,mtech,"biology_experiments,chemistry_experiments,cooking,lab_research","analytical,machine_operation,reading,research_skills",female,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_13750,36,iti,mechanical_iti,"hands_on,mechanics","machine_operation,mechanical_skill,repairing",female,mechanic,Mechanic,skilled_trades,Skilled Trades & Vocational
row_11374,31,iti,computer_iti,"civic_issues,debate,politics,stock_trading","leadership,logical_reasoning,planning,public_speaking",female,ias_officer,IAS/IPS Officer,law_public,"Law, Civil & Public Services"
row_00220,26,ug,bsc,"problem_solving,web_dev","computer_hardware,data_analysis,discipline,programming",male,software_engineer,Software Engineer,engineering,Engineering & Technology
row_14357,36,iti,civil_iti,"carpentry,hands_on,politics","computer_hardware,crafting,hand_eye_coordination,tailoring_skill",female,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_04810,19,ug,ba,"chemistry_experiments,environment_science","analytical,critical_thinking",female,pharmacist,Pharmacist,healthcare,Healthcare & Medicine
row_02568,16,ug,be,"data_analysis,math,stock_trading","analytical,data_analysis,mathematical_ability,visual_design",other,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_14011,20,iti,mechanical_iti,"carpentry,hands_on","carpentry_skill,hand_eye_coordination,repairing",male,carpenter,Carpenter,skilled_trades,Skilled Trades & Vocational
row_05139,21,ug,bba,"biology_experiments,chemistry_experiments,debate,lab_research","analytical,machine_operation,repairing,research_skills",other,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_02248,23,puc,pcmc,"carpentry,data_analysis,problem_solving","analytical,data_analysis,music,programming",male,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_02685,19,puc,arts,"math,robotics","data_analysis,mathematical_ability,programming",other,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_15860,20,puc,commerce,"health_fitness,sports","discipline,fitness_strength,illustration,teaching",male,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_12534,19,phd,phd_various,"environment_science,farming,organic_farming","farming_skill,planning,programming,research_skills",male,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_08926,21,ug,ba,"drawing,graphic_design,selling","drawing,photo_editing,time_management,visual_design",female,graphic_designer,Graphic Designer,arts_media,"Arts, Design & Media"
row_15597,18,puc,pcme,"carpentry,history","customer_service,planning,public_speaking",other,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_02229,23,ug,bba,"building_machines,electronics,gaming,robotics","electrical_wiring,electronics_skills,entrepreneurship_skill,repairing",female,embedded_engineer,Embedded Systems Engineer,engineering,Engineering & Technology
row_06972,40,puc,pcmb,"politics,working_with_children,writing","autocad,empathy,public_speaking,teaching,writing",male,tutor,Tutor / Coaching Instructor,education,Education & Training
row_09023,20,ug,bca,"civic_issues,stock_trading,writing","budgeting,public_speaking,research_skills,writing",male,journalist,Journalist,arts_media,"Arts, Design & Media"
row_15982,21,phd,phd_various,"adventure,fitness,health_fitness,sports","cyber_awareness,discipline,fitness_strength,teaching",female,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_03306,21,ug,be,"coding,content_creation,problem_solving,robotics","analytical,content_creation,critical_thinking,data_analysis,programming",male,ml_engineer,Machine Learning Engineer,it_ai,Information Technology & AI
row_09651,22,puc,arts,"content_creation,photography,video_editing","planning,programming,storytelling",other,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_11013,26,sslc,sslc_generic,"civic_issues,discipline,sports","discipline,leadership",male,police_officer,Police Officer,law_public,"Law, Civil & Public Services"
row_12696,33,pg,msc,"farming,gardening,organic_farming,stock_trading","animal_care,farming_skill,gardening_skill",female,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_03366,25,ug,be,"coding,cyber_awareness,environment_science,gaming,problem_solving","analytical,critical_thinking,cyber_awareness",other,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_16482,30,phd,phd_various,"athletics,coaching","entrepreneurship_skill,fitness_strength,leadership,teaching",male,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_04963,16,ug,bca,"biology_experiments,chemistry_experiments,lab_research,music","analytical,machine_operation,research_skills",other,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_00410,25,puc,arts,"coding,gaming","data_analysis,empathy,programming,video_editing",female,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_07171,21,puc,pcmb,"accounting,entrepreneurship,law_interest,money_management",budgeting,male,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_16497,19,sslc,sslc_generic,"athletics,coaching,painting","leadership,writing",female,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_09142,23,ug,be,"carpentry,civic_issues,debate,management","empathy,public_speaking,repairing,research_skills,writing",male,journalist,Journalist,arts_media,"Arts, Design & Media"
row_05471,17,ug,bsc,"graphic_design,law_interest,robotics,web_dev","community_service,computer_hardware,cyber_awareness,electrical_wiring,public_speaking",other,physiotherapist,Physiotherapist,healthcare,Healthcare & Medicine
row_00043,35,ug,ba,"caring_people,coding,electronics,problem_solving","data_analysis,programming",male,software_engineer,Software Engineer,engineering,Engineering & Technology
row_02355,26,ug,bcom,"data_analysis,math,problem_solving","analytical,data_analysis,mathematical_ability,music,programming",female,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_11695,19,phd,phd_various,"community_service,helping_people,painting,social_work","active_listening,community_service,empathy,research_skills",male,social_worker,Social Worker,law_public,"Law, Civil & Public Services"
row_06348,16,pg,mba,"music,physics_experiments,research,teaching","public_speaking,research_skills,writing",male,college_professor,College Professor,education,Education & Training
row_12218,25,iti,computer_iti,"environment_science,graphic_design,organic_farming","farming_skill,planning",female,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_15108,37,puc,pcme,"event_planning,hotel_management,teaching,travel_tourism","leadership,planning",male,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_05648,21,ug,ba,"organic_farming,teaching,working_with_children,writing","empathy,mechanical_skill,public_speaking,teaching,writing",female,school_teacher,School Teacher,education,Education & Training
row_10360,19,ug,bca,"content_creation,writing","computer_hardware,research_skills,storytelling,writing",female,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_04360,23,ug,bcom,"caring_people,graphic_design,health_fitness","active_listening,empathy,teaching,teamwork",male,nurse,Nurse,healthcare,Healthcare & Medicine
row_10286,24,ug,be,"reading,writing","community_service,computer_hardware,research_skills,storytelling,writing",other,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_05572,27,puc,pcmb,"law_interest,robotics,web_dev","cyber_awareness,electrical_wiring,public_speaking",other,physiotherapist,Physiotherapist,healthcare,Healthcare & Medicine
row_12240,21,phd,phd_various,"environment_science,farming,music,organic_farming","entrepreneurship_skill,farming_skill,planning,research_skills",female,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_09982,25,pg,mtech,"content_creation,drawing,forestry,photography","photo_editing,photography_skill,visual_design",female,photographer,Photographer,arts_media,"Arts, Design & Media"
row_14616,24,phd,phd_various,"cooking,event_planning,hotel_management","cooking_skill,negotiation,planning,time_management",male,chef,Chef,hospitality,Hospitality & Tourism
row_14447,17,iti,electrical_iti,"hands_on,management,tailoring","budgeting,crafting,hand_eye_coordination,tailoring_skill",other,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_13966,21,iti,mechanical_iti,"building_machines,carpentry,dance,hands_on","carpentry_skill,hand_eye_coordination,marketing_skill,repairing",female,carpenter,Carpenter,skilled_trades,Skilled Trades & Vocational
row_13119,40,iti,computer_iti,"electrical_work,hands_on,repairing","cooking_skill,electrical_wiring,repairing",male,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_01599,37,iti,mechanical_iti,"building_machines,electronics,robotics","community_service,electrical_wiring,electronics_skills,machine_operation,repairing",other,electrical_engineer,Electrical Engineer,engineering,Engineering & Technology
row_01919,31,ug,be,"building_machines,electronics,repairing,robotics","electrical_wiring,electronics_skills,machine_operation,photography_skill,repairing",male,embedded_engineer,Embedded Systems Engineer,engineering,Engineering & Technology
row_00591,24,ug,bsc,"coding,gaming,problem_solving,video_editing,web_dev","autocad,cooking_skill,data_analysis,video_editing",other,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_08065,22,ug,bba,"caring_people,marketing,selling","customer_service,negotiation,planning,public_speaking",other,marketing_executive,Marketing Executive,business,"Business, Management & Finance"
row_12878,18,ug,ba,"farming,gardening,hotel_management,organic_farming,selling","animal_care,farming_skill",male,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_15543,26,puc,pcmc,"culture,history,travel_tourism","planning,public_speaking",male,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_09664,39,ug,bsc,"content_creation,fitness,photography,video_editing","leadership,photo_editing,storytelling,video_editing",other,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_16043,20,pg,mtech,"adventure,electrical_work,ncc_defence","discipline,marketing_skill",other,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_15020,24,ug,bsc,"hotel_management,travel_tourism","customer_service,leadership,mathematical_ability",male,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_03711,33,puc,arts,salon_beauty,"computer_hardware,critical_thinking,cyber_awareness,mechanical_skill",other,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_07566,16,ug,bcom,"accounting,economics,hotel_management,stock_trading","analytical,data_analysis,mathematical_ability,research_skills",other,financial_analyst,Financial Analyst,business,"Business, Management & Finance"
row_13337,17,iti,electroplating_iti,"electrical_work,hands_on,repairing,travel_tourism","electrical_wiring,machine_operation,repairing",male,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_13275,20,iti,computer_iti,"electrical_work,hands_on,repairing,tailoring","electrical_wiring,machine_operation,photo_editing,repairing",other,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_12272,19,iti,electroplating_iti,"environment_science,farming,organic_farming","mechanical_skill,planning,research_skills",other,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_05506,23,ug,be,"law_interest,robotics,stock_trading,web_dev","computer_hardware,cyber_awareness,electrical_wiring,public_speaking",male,physiotherapist,Physiotherapist,healthcare,Healthcare & Medicine
row_09044,17,ug,bcom,"civic_issues,debate,writing","public_speaking,writing",other,journalist,Journalist,arts_media,"Arts, Design & Media"
row_02797,23,ug,ba,"data_analysis,math,problem_solving,tailoring","analytical,data_analysis,discipline,mathematical_ability",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_03283,18,iti,electroplating_iti,"physics_experiments,problem_solving,robotics","analytical,critical_thinking,data_analysis,photography_skill,programming",female,ml_engineer,Machine Learning Engineer,it_ai,Information Technology & AI
row_07273,28,ug,bba,"accounting,dance,entrepreneurship,money_management",math,male,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_04592,17,pg,mba,"chemistry_experiments,health_fitness,robotics","analytical,basic_networking,critical_thinking,research_skills,storytelling",male,pharmacist,Pharmacist,healthcare,Healthcare & Medicine
row_15364,25,puc,pcmc,"culture,history","planning,public_speaking",male,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_02872,22,ug,be,"data_analysis,math","analytical,data_analysis,mathematical_ability,programming,visual_design",other,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_03524,22,iti,computer_iti,"coding,cyber_awareness,problem_solving,selling","analytical,computer_hardware,critical_thinking,cyber_awareness,mathematical_ability",other,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_09872,21,puc,arts,"acting,content_creation,drawing,photography","mathematical_ability,photo_editing,visual_design",female,photographer,Photographer,arts_media,"Arts, Design & Media"
row_03197,24,ug,be,"coding,problem_solving,robotics","analytical,critical_thinking,data_analysis,programming",female,ml_engineer,Machine Learning Engineer,it_ai,Information Technology & AI
row_01056,24,ug,bsc,"building_machines,cad_design,marketing,problem_solving,robotics","machine_operation,mechanical_skill,repairing",other,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_03666,26,iti,civil_iti,"coding,cyber_awareness,problem_solving","analytical,community_service,computer_hardware,critical_thinking,cyber_awareness",female,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_11655,19,ug,bcom,"community_service,social_work","active_listening,community_service,empathy,fitness_strength",male,social_worker,Social Worker,law_public,"Law, Civil & Public Services"
row_07115,21,ug,bsc,"accounting,entrepreneurship,first_aid,money_management","analytical,math,planning",male,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_00770,17,ug,bca,"cad_design,problem_solving,robotics","autocad,budgeting,machine_operation,mechanical_skill,repairing",other,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_16935,17,pg,ma,"dance,entrepreneurship,management","negotiation,planning,quick_decision",male,startup_founder,Startup Founder,entrepreneurship,Entrepreneurship & Startups
row_13041,17,iti,electrical_iti,"electrical_work,hands_on,repairing,tailoring","electrical_wiring,machine_operation,repairing",female,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_11570,20,ug,ba,"community_service,content_creation,helping_people,social_work","active_listening,community_service,empathy,photo_editing",female,social_worker,Social Worker,law_public,"Law, Civil & Public Services"
row_04847,27,ug,be,"accounting,chemistry_experiments,health_fitness","analytical,critical_thinking,research_skills",female,pharmacist,Pharmacist,healthcare,Healthcare & Medicine
row_02857,18,puc,commerce,"data_analysis,math,problem_solving,stock_trading","analytical,mechanical_skill,programming",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_15122,19,phd,phd_various,"event_planning,hotel_management,law_interest,travel_tourism","customer_service,leadership,planning",male,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_15645,22,phd,phd_various,"fitness,health_fitness,robotics,sports","discipline,fitness_strength,teaching",other,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_06069,19,ug,be,"problem_solving,teaching,working_with_children,writing","empathy,public_speaking,teaching,writing",female,pu_lecturer,PU Lecturer,education,Education & Training
row_02892,16,ug,ba,"data_analysis,math,problem_solving","analytical,data_analysis,mathematical_ability,photography_skill",other,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_12904,18,iti,electroplating_iti,"accounting,farming,gardening,organic_farming","animal_care,drawing,farming_skill,gardening_skill",female,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_03382,19,ug,bcom,"coding,cyber_awareness,graphic_design,problem_solving","analytical,computer_hardware,critical_thinking,cyber_awareness",male,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_00384,25,puc,pcmb,"coding,rural_development,web_dev","autocad,data_analysis,programming,video_editing",other,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_12993,18,sslc,sslc_generic,"farming,gardening,organic_farming","animal_care,gardening_skill",female,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_09811,24,pg,msc,"content_creation,drawing,photography",visual_design,female,photographer,Photographer,arts_media,"Arts, Design & Media"
row_06291,16,puc,pcme,"entrepreneurship,teaching,working_with_children,writing","empathy,public_speaking,teaching,writing",other,pu_lecturer,PU Lecturer,education,Education & Training
row_07631,22,ug,ba,"accounting,economics,stock_trading","analytical,data_analysis,mathematical_ability",female,financial_analyst,Financial Analyst,business,"Business, Management & Finance"
row_15283,22,ug,ba,"culture,travel_tourism",public_speaking,female,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_03796,22,puc,pcme,"biology_experiments,caring_people,event_planning,health_fitness,management","critical_thinking,research_skills,teaching",male,doctor_mbbs,Doctor (MBBS),healthcare,Healthcare & Medicine
row_03695,26,puc,pcme,"coding,counselling,cyber_awareness,problem_solving","analytical,computer_hardware,critical_thinking,cyber_awareness,music",other,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_05084,17,ug,bsc,"biology_experiments,chemistry_experiments,lab_research","analytical,machine_operation",male,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_13093,18,iti,electroplating_iti,"animal_care,electrical_work,hands_on","electrical_wiring,illustration,machine_operation,problem_solving,repairing",male,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_04378,17,ug,bcom,"caring_people,first_aid,health_fitness","active_listening,drawing,empathy,teaching",female,nurse,Nurse,healthcare,Healthcare & Medicine
row_15344,26,puc,pcme,"civic_issues,culture,history,travel_tourism","customer_service,public_speaking",other,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_00833,26,puc,commerce,"building_machines,health_fitness,problem_solving,robotics","autocad,machine_operation,repairing",male,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_10059,19,ug,bca,"cad_design,content_creation,drawing,photography","photo_editing,photography_skill,planning,visual_design",female,photographer,Photographer,arts_media,"Arts, Design & Media"
row_10162,24,puc,arts,"content_creation,reading,writing","basic_networking,research_skills,writing",male,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_12404,29,iti,civil_iti,"environment_science,marketing,organic_farming,teaching","farming_skill,idea_generation,planning,research_skills",other,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_00442,39,iti,civil_iti,"coding,problem_solving,stock_trading,web_dev","autocad,programming,video_editing",other,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_13905,26,sslc,sslc_generic,"building_machines,cad_design,carpentry,hands_on","analytical,carpentry_skill,hand_eye_coordination,repairing",female,carpenter,Carpenter,skilled_trades,Skilled Trades & Vocational
